"V1","dec1"
"29187","N"
"29231","N"
"29356","N"
"29369","N"
"29461","N"
"29533","N"
"29554","N"
"29591","N"
"29601","N"
"29644","Y"
"29746","N"
"29792","Y"
"29819","Y"
"29884","N"
"29941","Y"
"29952","Y"
"29960","N"
"30055","N"
"30110","N"
"30172","N"
"30193","Y"
"30210","N"
"30247","N"
"30323","N"
"30365","N"
"30391","N"
"30466","N"
"30475","N"
"30510","N"
"30546","N"
"30573","N"
"30608","N"
"30618","Y"
"30626","N"
"30637","Y"
"30719","N"
"30732","N"
"30734","Y"
"30790","N"
"30931","N"
"30951","Y"
"31039","N"
"31068","N"
"31082","Y"
"31173","N"
"31235","N"
"31294","N"
"31301","Y"
"31426","N"
"31596","Y"
"31649","N"
"31774","N"
"31815","N"
"31849","N"
"31857","N"
"31887","Y"
"31921","N"
"31925","N"
"32061","N"
"32227","N"
"32229","N"
"32263","N"
"32316","Y"
"32354","N"
"32401","N"
"32504","N"
"32561","N"
"32564","N"
"32584","N"
"32628","N"
"32702","N"
"32708","Y"
"32714","N"
"32830","N"
"32834","N"
"32863","N"
"32893","Y"
"32911","Y"
"33026","Y"
"33037","Y"
"33083","N"
"33092","N"
"33221","N"
"33222","N"
"33243","Y"
"33260","N"
"33312","N"
"33393","N"
"33441","N"
"33542","N"
"33555","N"
"33571","N"
"33597","N"
"33727","N"
"33744","N"
"33788","Y"
"33907","N"
"34040","Y"
"34053","N"
"34076","N"
"34077","N"
"34103","N"
"34105","N"
"34208","N"
"34215","N"
"34339","N"
"34511","N"
"34556","N"
"34632","N"
"34654","Y"
"34664","N"
"34724","N"
"34758","N"
"34874","N"
"34895","N"
"34905","N"
"34950","Y"
"35067","N"
"35095","Y"
"35142","Y"
"35247","N"
"35311","N"
"35331","N"
"35377","N"
"35407","N"
"35487","N"
"35497","N"
"35512","N"
"35579","N"
"35629","Y"
"35657","N"
"35747","N"
"35752","N"
"35758","Y"
"35793","N"
"35846","N"
"35850","N"
"35874","N"
"35882","N"
"35971","N"
"35973","N"
"35993","N"
"36038","N"
"36066","N"
"36121","Y"
"36130","N"
"36170","N"
"36234","N"
"36422","N"
"36490","N"
"36491","N"
"36510","Y"
"36580","Y"
"36588","N"
"36611","N"
"36615","N"
"36645","Y"
"36739","N"
"36778","N"
"36783","N"
"36801","Y"
"36820","N"
"36863","N"
"36876","N"
"36884","Y"
"36914","Y"
"37095","N"
"37163","N"
"37215","N"
"37217","N"
"37231","Y"
"37303","Y"
"37320","Y"
"37379","Y"
"37427","N"
"37491","Y"
"37500","N"
"37510","N"
"37515","Y"
"37551","N"
"37557","N"
"37601","N"
"37714","N"
"37819","Y"
"37854","Y"
"37857","N"
"37862","N"
"37864","Y"
"37868","N"
"37874","N"
"37880","N"
"37945","Y"
"38102","N"
"38137","N"
"38163","Y"
"38165","N"
"38175","N"
"38229","Y"
"38239","N"
"38250","N"
"38273","N"
"38299","N"
"38304","Y"
"38326","N"
"38332","N"
"38353","N"
"38367","Y"
"38373","Y"
"38432","N"
"38439","N"
"38445","Y"
"38483","N"
"38525","Y"
"38721","N"
"38749","Y"
"38778","N"
"38906","N"
"38983","N"
"39049","N"
"39099","N"
"39124","N"
"39176","N"
"39218","N"
"39324","N"
"39338","N"
"39372","N"
"39375","N"
"39405","Y"
"39444","N"
"39517","N"
"39585","N"
"39659","N"
"39705","Y"
"39726","N"
"39765","N"
"39832","N"
"39869","N"
"39904","N"
"39952","N"
"39989","N"
"40128","N"
"40146","N"
"40168","N"
"40205","N"
"40320","N"
"40472","Y"
"40572","Y"
"40606","N"
"40658","N"
"40935","N"
"40978","N"
"40979","N"
"40992","Y"
"41024","N"
"41025","N"
"41030","N"
"41033","N"
"41052","N"
"41058","N"
"41076","N"
"41080","N"
"41090","Y"
"41180","Y"
"41192","Y"
"41194","N"
"41293","N"
"41363","N"
"41387","N"
"41388","N"
"41469","Y"
"41571","Y"
"41586","N"
"41666","Y"
"41716","Y"
"41726","N"
"41773","Y"
"41774","N"
"41836","N"
"41845","N"
"41866","N"
"41878","Y"
"41964","Y"
"41976","N"
"41995","N"
"42004","N"
"42018","Y"
"42290","Y"
"42324","N"
"42338","Y"
"42357","N"
"42373","N"
"42376","Y"
"42414","N"
"42511","Y"
"42561","N"
"42607","N"
"42625","N"
"42712","N"
"42943","N"
"43034","N"
"43037","N"
"43062","N"
"43093","Y"
"43162","Y"
"43189","N"
"43192","Y"
"43207","N"
"43362","N"
"43433","Y"
"43465","Y"
"43531","N"
"43542","Y"
"43656","N"
"43658","N"
"43722","N"
"43836","N"
"43865","N"
"43888","N"
"43923","N"
"43924","N"
"44054","N"
"44156","N"
"44157","N"
"44186","Y"
"44331","N"
"44419","N"
"44434","Y"
"44493","N"
"44546","N"
"44814","Y"
"44820","Y"
"44869","N"
"44885","Y"
"44949","N"
"45009","Y"
"45101","N"
"45164","Y"
"45283","Y"
"45338","Y"
"45354","N"
"45457","Y"
"45491","N"
"45744","N"
"45839","N"
"45855","Y"
"45864","Y"
"45874","N"
"45948","N"
"45989","N"
"45999","N"
"46003","N"
"46036","N"
"46115","N"
"46134","N"
"46162","N"
"46203","N"
"46206","N"
"46235","Y"
"46263","Y"
"46366","N"
"46413","Y"
"46454","N"
"46605","N"
"46620","Y"
"46726","N"
"46776","Y"
"46950","N"
"47009","N"
"47072","N"
"47116","N"
"47189","N"
"47197","N"
"47198","N"
"47238","N"
"47260","N"
"47318","Y"
"47339","N"
"47343","N"
"47362","N"
"47403","N"
"47548","N"
"47614","N"
"47631","N"
"47717","N"
"47750","N"
"47799","Y"
"47820","N"
"47847","Y"
"47860","Y"
"47886","N"
"47903","Y"
"47938","Y"
"47946","N"
"47995","N"
"48029","Y"
"48180","N"
"48235","Y"
"48369","N"
"48377","N"
"48440","Y"
"48508","N"
"48545","N"
"48557","N"
"48597","N"
"48702","N"
"48926","Y"
"48929","N"
"48947","N"
"48991","Y"
"49003","N"
"49032","N"
"49056","N"
"49091","Y"
"49117","Y"
"49133","N"
"49152","N"
"49157","N"
"49209","Y"
"49227","Y"
"49432","Y"
"49436","Y"
"49438","N"
"49527","N"
"49579","N"
"49581","Y"
"49629","Y"
"49640","Y"
"49822","Y"
"49987","N"
"50003","N"
"50098","N"
"50146","N"
"50226","Y"
"50271","Y"
"50331","Y"
"50397","N"
"50445","N"
"50487","N"
"50509","Y"
"50577","N"
"50627","N"
"50635","N"
"50653","N"
"50684","N"
"50757","N"
"50770","Y"
"50778","N"
"50934","N"
"51014","N"
"51068","N"
"51175","N"
"51242","Y"
"51259","N"
"51367","N"
"51405","Y"
"51512","N"
"51524","N"
"51534","Y"
"51535","N"
"51539","N"
"51691","N"
"51862","N"
"51884","N"
"51922","N"
"51961","N"
"52050","Y"
"52126","N"
"52137","N"
"52202","Y"
"52203","N"
"52265","N"
"52392","N"
"52419","N"
"52457","N"
"52620","N"
"52622","N"
"52761","N"
"52832","N"
"52870","N"
"52876","N"
"52908","N"
"53026","Y"
"53048","N"
"53063","N"
"53190","N"
"53193","N"
"53199","N"
"53225","Y"
"53262","N"
"53347","Y"
"53476","Y"
"53496","Y"
"53540","N"
"53570","N"
"53723","Y"
"53737","N"
"3860","N"
"3886","Y"
"3937","N"
"3958","Y"
"3999","N"
"4021","Y"
"4063","N"
"4088","N"
"4115","Y"
"4126","N"
"4198","N"
"4221","Y"
"4253","Y"
"4349","N"
"4355","Y"
"4373","N"
"4403","N"
"4517","N"
"4580","N"
"4653","N"
"4711","N"
"4738","Y"
"4753","Y"
"4762","N"
"4788","N"
"4871","N"
"4941","N"
"5073","N"
"5150","N"
"5236","Y"
"5243","N"
"5266","N"
"5318","N"
"5366","N"
"5409","Y"
"5443","N"
"5618","N"
"5698","N"
"5723","N"
"5725","N"
"5771","N"
"5799","Y"
"5831","N"
"5901","N"
"6012","Y"
"6067","N"
"6135","Y"
"6240","N"
"6310","N"
"6377","N"
"6401","N"
"6404","N"
"6431","Y"
"6454","N"
"6478","Y"
"6488","Y"
"6563","Y"
"6761","N"
"6798","N"
"6831","N"
"6864","Y"
"6873","N"
"6898","N"
"6936","N"
"7021","N"
"7161","N"
"7270","N"
"7335","N"
"7452","N"
"7455","N"
"7504","N"
"7538","N"
"7570","N"
"7698","N"
"7740","N"
"7760","N"
"7777","Y"
"7838","N"
"7886","Y"
"7926","Y"
"7978","Y"
"8019","N"
"8080","N"
"8092","N"
"8095","N"
"8099","N"
"8101","N"
"8126","N"
"8137","N"
"8151","N"
"8159","Y"
"8180","N"
"8230","N"
"8264","Y"
"8289","Y"
"8428","N"
"8432","N"
"8521","Y"
"8555","N"
"8629","Y"
"8645","N"
"8668","Y"
"8671","N"
"8993","N"
"9006","N"
"9103","N"
"9117","N"
"9150","Y"
"9256","N"
"9261","N"
"9317","N"
"9517","Y"
"9529","Y"
"9534","N"
"9566","N"
"9651","Y"
"9792","Y"
"9797","N"
"9802","Y"
"9828","N"
"9875","N"
"9932","N"
"9964","Y"
"10037","N"
"10047","N"
"10063","N"
"10071","Y"
"10094","N"
"10189","N"
"10301","Y"
"10772","N"
"10808","N"
"10836","N"
"10958","N"
"11031","Y"
"11103","N"
"11194","N"
"11214","N"
"11262","N"
"11427","N"
"11609","N"
"11648","N"
"11683","N"
"11707","N"
"11768","N"
"11770","N"
"11835","N"
"11859","N"
"11868","Y"
"11900","Y"
"11917","Y"
"11931","N"
"11984","Y"
"12002","Y"
"12014","N"
"12039","N"
"12088","Y"
"12095","N"
"12160","Y"
"12234","N"
"12253","Y"
"12265","N"
"12325","N"
"12409","N"
"12535","N"
"12542","N"
"12546","N"
"12560","Y"
"12563","N"
"12586","Y"
"12669","Y"
"12675","N"
"12721","N"
"12768","N"
"12814","Y"
"12878","N"
"12997","N"
"13047","N"
"13150","N"
"13208","Y"
"13350","N"
"13372","N"
"13374","Y"
"13384","N"
"13543","N"
"13604","N"
"13609","Y"
"13620","N"
"13671","N"
"13682","Y"
"13714","N"
"13803","N"
"13812","N"
"13953","Y"
"14023","Y"
"14061","N"
"14167","N"
"14177","N"
"14190","N"
"14207","N"
"14233","N"
"14279","N"
"14291","N"
"14302","N"
"14358","N"
"14400","N"
"14444","N"
"14495","Y"
"14529","N"
"14577","Y"
"14705","N"
"14732","N"
"14733","N"
"14772","N"
"14777","N"
"14940","N"
"15031","N"
"15061","N"
"15117","N"
"15125","N"
"15150","N"
"15184","N"
"15195","N"
"15233","Y"
"15265","N"
"15334","N"
"15357","N"
"15416","N"
"15452","Y"
"15460","N"
"15647","N"
"15681","N"
"15742","Y"
"15745","N"
"15795","N"
"15837","N"
"15870","N"
"15877","N"
"16016","N"
"16072","N"
"16177","N"
"16205","N"
"16299","Y"
"16326","N"
"16374","N"
"16392","N"
"16472","N"
"16489","N"
"16561","Y"
"16598","N"
"16631","N"
"16710","N"
"16804","N"
"16980","N"
"17077","N"
"17121","N"
"17139","N"
"17198","Y"
"17253","N"
"17274","Y"
"17366","N"
"17393","Y"
"17432","N"
"17482","N"
"17567","N"
"17619","N"
"17640","Y"
"17723","N"
"17738","N"
"17754","N"
"17776","Y"
"17795","N"
"17808","N"
"17829","N"
"17841","N"
"17884","Y"
"17898","N"
"17913","N"
"18027","Y"
"18132","N"
"18171","N"
"18246","N"
"18323","Y"
"18382","N"
"18405","N"
"18530","Y"
"18578","N"
"18657","N"
"18659","N"
"18698","N"
"18847","Y"
"18875","N"
"18899","N"
"19018","Y"
"19037","N"
"19097","N"
"19135","N"
"19208","N"
"19248","N"
"19295","N"
"19400","N"
"19419","Y"
"19446","Y"
"19459","Y"
"19463","N"
"19548","N"
"19604","N"
"19624","N"
"19689","N"
"19698","N"
"19711","Y"
"19736","Y"
"19759","Y"
"19786","Y"
"19841","N"
"19897","N"
"20024","Y"
"20183","Y"
"20187","N"
"20237","N"
"20253","Y"
"20266","Y"
"20295","N"
"20407","N"
"20419","N"
"20533","Y"
"20675","N"
"20678","N"
"20691","Y"
"20694","N"
"20701","N"
"20714","N"
"20718","N"
"20768","N"
"20819","N"
"20834","N"
"20885","N"
"20910","N"
"20957","N"
"20979","N"
"21019","N"
"21045","Y"
"21065","Y"
"21085","N"
"21100","Y"
"21103","N"
"21145","N"
"21184","N"
"21203","N"
"21285","N"
"21403","Y"
"21485","N"
"21581","N"
"21665","N"
"21705","N"
"21719","N"
"21737","N"
"21752","Y"
"21842","N"
"21851","Y"
"21896","N"
"21907","N"
"21914","N"
"22014","N"
"22158","Y"
"22185","Y"
"22336","N"
"22562","Y"
"22570","Y"
"22632","N"
"22637","N"
"22682","N"
"22758","Y"
"22861","N"
"22882","Y"
"23003","N"
"23077","N"
"23090","N"
"23151","N"
"23230","N"
"23308","Y"
"23387","N"
"23418","N"
"23471","N"
"23476","Y"
"23537","N"
"23816","N"
"23853","N"
"23898","N"
"23931","Y"
"23963","Y"
"23992","Y"
"24002","N"
"24054","N"
"24208","N"
"24282","Y"
"24286","N"
"24335","N"
"24415","Y"
"24474","N"
"24538","Y"
"24561","Y"
"24665","N"
"24688","N"
"24731","Y"
"24741","N"
"24752","N"
"24801","N"
"24815","Y"
"24816","N"
"24842","N"
"24892","N"
"24905","N"
"24947","N"
"24967","Y"
"24974","N"
"24993","N"
"25008","N"
"25110","N"
"25229","Y"
"25249","N"
"25314","N"
"25334","Y"
"25343","Y"
"25535","N"
"25557","Y"
"25612","N"
"25675","N"
"25734","N"
"25858","N"
"25933","N"
"25936","N"
"26008","N"
"26088","N"
"26178","N"
"26221","N"
"26224","N"
"26228","N"
"26232","Y"
"26254","N"
"26283","N"
"26443","N"
"26465","N"
"26531","N"
"26538","N"
"26555","N"
"26575","Y"
"26646","N"
"26909","N"
"26911","Y"
"26955","N"
"26962","N"
"26974","Y"
"27152","N"
"27163","N"
"27222","N"
"27372","N"
"27378","N"
"27613","N"
"27761","N"
"27930","N"
"27967","N"
"28014","N"
"28021","N"
"28055","N"
"28091","N"
"28102","N"
"28140","N"
"28176","Y"
"28202","Y"
"28226","N"
"28364","Y"
"28366","N"
"28408","N"
"28410","N"
"28506","N"
"28603","Y"
"28612","Y"
"28625","N"
"28648","N"
"28708","Y"
"28778","N"
"28829","Y"
"28837","N"
"28869","N"
"28929","Y"
"28953","N"
"28961","Y"
"28989","N"
"29102","N"
"29132","N"
"29246","N"
"29258","N"
"29294","Y"
"29305","N"
"29402","N"
"29418","N"
"29440","N"
"29480","N"
"29496","N"
"29536","Y"
"29537","Y"
"29708","Y"
"29770","Y"
"29783","Y"
"29852","N"
"29982","N"
"30015","Y"
"30046","N"
"30077","N"
"30086","N"
"30119","Y"
"30216","N"
"30291","N"
"30298","N"
"30400","N"
"30549","N"
"30584","Y"
"30606","N"
"30678","N"
"30707","Y"
"30754","N"
"30766","N"
"30768","N"
"30782","N"
"30812","N"
"30854","N"
"30859","N"
"30883","N"
"31002","N"
"31045","Y"
"31091","N"
"31099","N"
"31115","N"
"31204","N"
"31208","N"
"31217","N"
"31225","Y"
"31282","N"
"31291","N"
"31307","N"
"31319","N"
"31374","Y"
"31416","N"
"31433","N"
"31439","N"
"31455","N"
"31472","N"
"31502","N"
"31576","Y"
"31642","N"
"31644","N"
"31781","N"
"31860","N"
"31971","N"
"32031","Y"
"32035","N"
"32070","N"
"32133","N"
"32157","Y"
"32197","N"
"32236","N"
"32238","N"
"32252","N"
"32387","N"
"32451","N"
"32492","Y"
"32496","N"
"32530","N"
"32563","N"
"32668","N"
"32996","N"
"32997","Y"
"33057","N"
"33112","N"
"33203","N"
"33209","Y"
"33224","N"
"33226","N"
"33249","Y"
"33254","N"
"33348","N"
"33415","N"
"33473","Y"
"33683","N"
"33686","N"
"33720","N"
"33800","N"
"33819","Y"
"33834","N"
"33850","N"
"33872","N"
"34018","N"
"34062","N"
"34064","N"
"34087","N"
"34112","Y"
"34116","Y"
"34189","Y"
"34221","N"
"34228","N"
"34245","Y"
"34377","N"
"34427","N"
"34444","N"
"34578","N"
"34616","Y"
"34638","Y"
"34680","Y"
"34730","N"
"34794","N"
"34797","N"
"34919","N"
"35080","N"
"35164","N"
"35173","N"
"35225","N"
"35238","N"
"35270","N"
"35284","Y"
"35286","N"
"35353","N"
"35365","N"
"35382","N"
"35385","N"
"35452","N"
"35467","N"
"35518","N"
"35529","Y"
"35608","N"
"35785","Y"
"35789","N"
"35905","Y"
"35907","Y"
"35926","N"
"35946","N"
"35958","N"
"35994","N"
"36202","Y"
"36207","N"
"36219","Y"
"36224","N"
"36244","N"
"36259","N"
"36318","N"
"36418","N"
"36545","N"
"36552","N"
"36560","Y"
"36631","N"
"36665","N"
"36779","N"
"36899","N"
"36948","N"
"36949","Y"
"36972","N"
"37129","N"
"37133","N"
"37224","N"
"37236","N"
"37247","Y"
"37255","N"
"37323","N"
"37330","N"
"37335","N"
"37378","Y"
"37393","N"
"37459","Y"
"37490","N"
"37531","N"
"37555","N"
"37621","N"
"37811","Y"
"37879","N"
"38077","Y"
"38085","N"
"38111","N"
"38143","Y"
"38144","N"
"38146","Y"
"38156","N"
"38195","N"
"38210","N"
"38224","N"
"38251","N"
"38287","Y"
"38319","N"
"38357","N"
"38366","Y"
"38371","N"
"38473","N"
"38546","Y"
"38626","N"
"38646","N"
"38653","Y"
"38737","N"
"38746","N"
"38769","N"
"38797","N"
"38834","N"
"38889","N"
"38923","Y"
"38926","N"
"38976","N"
"39073","N"
"39105","Y"
"39113","N"
"39116","Y"
"39229","N"
"39245","N"
"39312","N"
"39361","N"
"39362","N"
"39399","Y"
"39507","N"
"39564","Y"
"39574","N"
"39611","N"
"39670","Y"
"39693","Y"
"39839","N"
"39850","N"
"39996","Y"
"40030","Y"
"40065","N"
"40075","N"
"40078","N"
"40106","N"
"40140","Y"
"40243","Y"
"40288","N"
"40295","Y"
"40340","N"
"40375","N"
"40381","Y"
"40626","N"
"40702","N"
"40859","N"
"40962","N"
"41141","Y"
"41149","N"
"41175","N"
"41275","Y"
"41410","N"
"41422","N"
"41465","N"
"41521","Y"
"41651","N"
"41875","N"
"41990","N"
"42039","N"
"42044","N"
"42079","N"
"42094","N"
"42103","N"
"42119","Y"
"42140","N"
"42152","N"
"42164","N"
"42190","N"
"42210","Y"
"42336","N"
"42383","Y"
"42397","N"
"42523","N"
"42525","N"
"42529","N"
"42570","N"
"42613","N"
"42616","N"
"42622","Y"
"42640","N"
"42739","N"
"42758","Y"
"42782","N"
"42802","N"
"42812","N"
"42838","N"
"42880","Y"
"42912","Y"
"42993","N"
"43033","N"
"43112","N"
"43121","N"
"43216","N"
"43250","Y"
"43328","N"
"43343","N"
"43401","Y"
"43471","N"
"43630","N"
"43635","N"
"43826","Y"
"43878","Y"
"43889","N"
"43906","Y"
"43985","N"
"44049","N"
"44082","N"
"44084","N"
"44087","N"
"44094","Y"
"44098","Y"
"44109","N"
"44111","N"
"44142","N"
"44159","N"
"44217","N"
"44232","N"
"44279","Y"
"44325","Y"
"44354","Y"
"44372","Y"
"44420","Y"
"44441","Y"
"44478","N"
"44479","Y"
"44523","N"
"44595","N"
"44601","N"
"44624","N"
"44668","N"
"44695","Y"
"45079","N"
"45130","N"
"45165","Y"
"45213","N"
"45215","N"
"45257","N"
"45261","N"
"45347","N"
"45361","Y"
"45414","N"
"45719","N"
"45759","Y"
"45799","N"
"45840","N"
"45896","N"
"45958","N"
"46039","Y"
"46046","Y"
"46055","N"
"46058","N"
"46062","N"
"46093","N"
"46135","N"
"46167","N"
"46176","N"
"46228","N"
"46306","N"
"46341","N"
"46347","N"
"46436","N"
"46450","N"
"46553","N"
"46575","N"
"46576","N"
"46598","Y"
"46603","Y"
"46629","N"
"46710","N"
"46713","N"
"46735","Y"
"46835","N"
"46885","N"
"46908","N"
"46910","N"
"46997","N"
"47006","Y"
"47085","Y"
"47147","N"
"47169","N"
"47302","N"
"47311","N"
"47342","Y"
"47453","N"
"47524","N"
"47583","N"
"47672","Y"
"47674","Y"
"47765","Y"
"47773","N"
"47783","N"
"47790","N"
"47810","N"
"47811","N"
"47864","Y"
"47981","N"
"47993","N"
"48003","Y"
"48011","Y"
"48047","N"
"48058","Y"
"48059","N"
"48112","N"
"48114","N"
"48472","N"
"48502","N"
"48552","N"
"48590","Y"
"48603","N"
"48617","N"
"48620","N"
"48640","N"
"48706","N"
"48709","N"
"48758","Y"
"48795","N"
"48890","N"
"48894","N"
"48916","N"
"48917","N"
"48938","Y"
"49007","Y"
"49055","N"
"49072","Y"
"49116","N"
"49254","Y"
"49261","Y"
"49301","Y"
"49341","Y"
"49374","N"
"49431","N"
"49491","N"
"49531","N"
"49574","N"
"49609","N"
"49736","Y"
"49795","N"
"49862","N"
"49967","Y"
"50030","Y"
"50091","N"
"50114","Y"
"50144","N"
"50283","N"
"50417","N"
"50436","N"
"50480","N"
"50620","Y"
"50626","N"
"50638","N"
"50760","N"
"50919","N"
"51075","N"
"51078","N"
"51088","Y"
"51119","N"
"51143","N"
"51166","N"
"51181","N"
"51183","Y"
"51209","Y"
"51330","N"
"51345","Y"
"51373","Y"
"51400","N"
"51416","N"
"51442","N"
"51633","N"
"51729","N"
"51752","Y"
"51792","N"
"51794","Y"
"51806","Y"
"51869","N"
"52070","N"
"52077","N"
"52123","Y"
"52134","N"
"52195","N"
"52246","N"
"52253","Y"
"52396","N"
"52417","Y"
"52431","N"
"52437","N"
"52489","N"
"52491","N"
"52537","Y"
"52580","N"
"52684","N"
"52790","N"
"52813","N"
"52826","Y"
"52880","N"
"52894","N"
"52953","N"
"53019","N"
"53113","N"
"53186","N"
"53255","N"
"53415","Y"
"53418","N"
"53442","N"
"53573","N"
"53579","N"
"53583","N"
"53629","Y"
"53757","N"
